id;title;price;promo_price;url
3294812;Экскаватор Dickie Volvo 3725006;2 999 ₽;2 368,08 ₽;https://www.detmir.ru/product/index/id/3294812/
3294832;Транспортер Dickie Scania +машинка 3817003;2 999 ₽;2 368,08 ₽;https://www.detmir.ru/product/index/id/3294832/
3610253;Машина TIGRES Кран City Truck функциональный в коробке TIGRES;2 360 ₽;Нет промо цены;https://www.detmir.ru/product/index/id/3610253/
3255584;Набор машин SIKU Lamborghini Aventador LP 700-4+Bugatti Veyron+Mercedes-Benz SLS 6301;2 359 ₽;Нет промо цены;https://www.detmir.ru/product/index/id/3255584/
3373301;Машинка AUTOGRAND TOYOTA ALPHARD 12см голубой 78256;499 ₽;337 ₽;https://www.detmir.ru/product/index/id/3373301/
3373365;Машинка AUTOGRAND COUNTRY PICK-UP бирюзовый 78304;549 ₽;388 ₽;https://www.detmir.ru/product/index/id/3373365/
3512729;Машинка KNOPA джип Вжух на войнушке 10 см KNOPA;209 ₽;83 ₽;https://www.detmir.ru/product/index/id/3512729/
3842139;Машина спецтехника Drift 1:36 грузовик Drift;725 ₽;580 ₽;https://www.detmir.ru/product/index/id/3842139/
2487901;Автомобиль Полесье КонсТрак - сафари;579 ₽;Нет промо цены;https://www.detmir.ru/product/index/id/2487901/
3373438;Машинка AUTOGRAND SCANIA полиция с катером 74686;1 159 ₽;Нет промо цены;https://www.detmir.ru/product/index/id/3373438/
3610245;Машина TIGRES Самосвал City Truck в коробке TIGRES;2 312 ₽;Нет промо цены;https://www.detmir.ru/product/index/id/3610245/
3194855;Автомобиль Полесье Marvel Мстители Халк 78773;769 ₽;Нет промо цены;https://www.detmir.ru/product/index/id/3194855/
3512742;Машинка KNOPA кран Крепыш на стройке 33 см KNOPA;719 ₽;379 ₽;https://www.detmir.ru/product/index/id/3512742/
3971812;Автомобиль Полесье Сталкер бортовой с прицепом Полесье;1 139 ₽;Нет промо цены;https://www.detmir.ru/product/index/id/3971812/
3343108;Пожарная машина Hape с водителем E3024_HP;2 500 ₽;2 250 ₽;https://www.detmir.ru/product/index/id/3343108/
3546323;Спецтехника MAREK Кран с ключом АВТОпанорама;1 129 ₽;Нет промо цены;https://www.detmir.ru/product/index/id/3546323/
4041404;Машинка Motorro 1:34 металлическая Пикап свет и звук;600 ₽;450 ₽;https://www.detmir.ru/product/index/id/4041404/
3294814;Экскаватор Dickie 3726001;2 499 ₽;2 241 ₽;https://www.detmir.ru/product/index/id/3294814/
3020843;Автокран Zebratoys Тоша в ассортименте;149 ₽;Нет промо цены;https://www.detmir.ru/product/index/id/3020843/
3538773;Самосвал Технок мусоровоз Технок;746 ₽;Нет промо цены;https://www.detmir.ru/product/index/id/3538773/
1759691;Машина SIKU Скорая помощь металл 8 см;349 ₽;278 ₽;https://www.detmir.ru/product/index/id/1759691/
3255526;Машина SIKU 1:32 Мини-погрузчик с бортовым поворотом 3049;2 229 ₽;Нет промо цены;https://www.detmir.ru/product/index/id/3255526/
3338114;Трактор-погрузчик Wader 37398_PLS;2 473 ₽;2 225 ₽;https://www.detmir.ru/product/index/id/3338114/
3338115;Трактор-погрузчик Wader 37404_PLS;2 473 ₽;2 225 ₽;https://www.detmir.ru/product/index/id/3338115/
3338859;Автокар Полесье Супер-Микс 30элементов 1640_PLS;2 459 ₽;2 213 ₽;https://www.detmir.ru/product/index/id/3338859/
3430141;Машина Технопарк Мусоровоз 297975;1 479 ₽;1 105,83 ₽;https://www.detmir.ru/product/index/id/3430141/
3910216;Машина-конструктор Motorro пластиковая инерционная краш Motorro;427 ₽;317 ₽;https://www.detmir.ru/product/index/id/3910216/
3446789;Машина CAT Самосвал Т19104;1 099 ₽;Нет промо цены;https://www.detmir.ru/product/index/id/3446789/
3446792;Машина CAT Экскаватор Т19107;1 099 ₽;Нет промо цены;https://www.detmir.ru/product/index/id/3446792/
3419071;Машинка AUTOGRAND DODGE CHALLENGER SRT DEMON 2018 Black Edition 3 73821;199 ₽;Нет промо цены;https://www.detmir.ru/product/index/id/3419071/
3689736;Машинка VIKINGTOYS С ковшом Jumbo VIKINGTOYS;1 149 ₽;1 091 ₽;https://www.detmir.ru/product/index/id/3689736/
3960253;Автобус Dickie школьный 3302017;1 199 ₽;1 079,10 ₽;https://www.detmir.ru/product/index/id/3960253/
3997444;Самосвал Технок Манипулятор-погрузчик с ковшом Технок;2 154 ₽;Нет промо цены;https://www.detmir.ru/product/index/id/3997444/
4041418;Машинка Motorro 1:34 металлическая свет и звук;566 ₽;424 ₽;https://www.detmir.ru/product/index/id/4041418/
3337648;Трактор-погрузчик Wader Базик 37657_PLS;1 174 ₽;1 056 ₽;https://www.detmir.ru/product/index/id/3337648/
3538802;Трактор Технок Для детей Технок;528 ₽;Нет промо цены;https://www.detmir.ru/product/index/id/3538802/
4041406;Машинка Motorro 1:34 металлическая свет и звук;565 ₽;423 ₽;https://www.detmir.ru/product/index/id/4041406/
3312124;Машина EFKO Пожарная с цистерной и водителем 27282EF-CH;2 339 ₽;2 105 ₽;https://www.detmir.ru/product/index/id/3312124/
3171063;Игрушка JCB Экскаватор 1416621;1 139 ₽;1 047 ₽;https://www.detmir.ru/product/index/id/3171063/
4034044;Машинка S+S инерционная 15 см бигфут S+S;712 ₽;518 ₽;https://www.detmir.ru/product/index/id/4034044/
3373422;Машинка AUTOGRAND NISSAN GT R 2017 Imperial Black Edition 5 49938;689 ₽;Нет промо цены;https://www.detmir.ru/product/index/id/3373422/
3538614;Спецтехника Форма Комбайн Детский сад Форма;529 ₽;413 ₽;https://www.detmir.ru/product/index/id/3538614/
3889737;Автомобиль Полесье Престиж пожарный Полесье;1 353 ₽;1 024 ₽;https://www.detmir.ru/product/index/id/3889737/
3312113;Машина EFKO Самосвал с водителем 27286EF-CH;2 228 ₽;2 005 ₽;https://www.detmir.ru/product/index/id/3312113/
3312119;Машина EFKO Мусоровоз 27083EF-CH;2 224 ₽;2 001 ₽;https://www.detmir.ru/product/index/id/3312119/
3373250;Машинка AUTOGRAND LADA 2106 скорая помощь 1 36 11461;499 ₽;Нет промо цены;https://www.detmir.ru/product/index/id/3373250/
3373303;Машинка AUTOGRAND TOYOTA CROWN 12см серый 78258;499 ₽;Нет промо цены;https://www.detmir.ru/product/index/id/3373303/
3410613;Игрушка Funky Toys Багги Синий FT61069;699 ₽;499 ₽;https://www.detmir.ru/product/index/id/3410613/
3937873;Автомобиль Полесье пикап патрульный Защитник Полесье;399 ₽;Нет промо цены;https://www.detmir.ru/product/index/id/3937873/
3610243;Набор TIGRES Ранчо Kid cars Трактор с прицепом + домашние животные 6 шт TIGRES;724 ₽;660 ₽;https://www.detmir.ru/product/index/id/3610243/
3023731;Бронетранспортер Нордпласт Арктика;539 ₽;494,01 ₽;https://www.detmir.ru/product/index/id/3023731/
3446812;Машина CAT Бульдозер Т19123;1 429 ₽;989,01 ₽;https://www.detmir.ru/product/index/id/3446812/
3507395;Машинка Hot Wheels Герои компьютерных игр Super Mario Луиджи GPC13;859 ₽;494,01 ₽;https://www.detmir.ru/product/index/id/3507395/
3597011;Машинка Abtoys Бетономешалка инерционная со звуковыми и световыми эффектами;829 ₽;490 ₽;https://www.detmir.ru/product/index/id/3597011/
3608603;Машинка металлическая Motorro 1:55 Пожарная команда Motorro;419 ₽;280 ₽;https://www.detmir.ru/product/index/id/3608603/
3731732;Машинка металлическая Motorro 1:55 Спецтехника Motorro;499 ₽;392 ₽;https://www.detmir.ru/product/index/id/3731732/
4039636;Машинка S+S Truck 1:50 трейлер с вертолетом свет и звук инерционная;1 183 ₽;655 ₽;https://www.detmir.ru/product/index/id/4039636/
3339112;Автомобиль Полесье ДПС Нижний Новгород инерционный 66138_PLS;1 084 ₽;975 ₽;https://www.detmir.ru/product/index/id/3339112/
3459551;Игрушка траспорт Green Plast Внедорожник Пикап красный;910 ₽;650 ₽;https://www.detmir.ru/product/index/id/3459551/
3338990;Карьерный самосвал Полесье БелАЗ-75131 71736_PLS;1 083 ₽;974 ₽;https://www.detmir.ru/product/index/id/3338990/
3610259;Машина TIGRES Кран City Truck функциональная TIGRES;1 944 ₽;Нет промо цены;https://www.detmir.ru/product/index/id/3610259/
3407038;Машинка AUTOGRAND GRAFFITI ACTION CAR полноцвет двухсторонняя инерция в ассортименте 72780;219 ₽;175 ₽;https://www.detmir.ru/product/index/id/3407038/
3689732;Машинка VIKINGTOYS Самосвал Midi 23см экопластик VIKINGTOYS;679 ₽;481 ₽;https://www.detmir.ru/product/index/id/3689732/
3608556;Машинка металлическая Motorro 1:55 Спецтехника Motorro;665 ₽;473 ₽;https://www.detmir.ru/product/index/id/3608556/
3822360;Автобус инерционный WOOW TOYS Зооленд WOOW TOYS;279 ₽;237 ₽;https://www.detmir.ru/product/index/id/3822360/
3822634;Машина Автоград Отряд полиции Автоград;639 ₽;379 ₽;https://www.detmir.ru/product/index/id/3822634/
3629588;Машинка Fancy Каток Fancy;939 ₽;627 ₽;https://www.detmir.ru/product/index/id/3629588/
3512794;Машинка KNOPA паровозик с прицепом Везунчик KNOPA;759 ₽;468 ₽;https://www.detmir.ru/product/index/id/3512794/
3512741;Машинка KNOPA цистерна Крепыш 33 см KNOPA;759 ₽;467 ₽;https://www.detmir.ru/product/index/id/3512741/
3202084;Игрушка Нордпласт Вездеход с эхолокатором 219;619 ₽;Нет промо цены;https://www.detmir.ru/product/index/id/3202084/
3312109;Машина EFKO Грузовик с водителем 27287EF-CH;2 064 ₽;1 857 ₽;https://www.detmir.ru/product/index/id/3312109/
3538599;Спецтехника СТРОМ Автомобиль Скорая помощь;749 ₽;614 ₽;https://www.detmir.ru/product/index/id/3538599/
3610285;Машина TIGRES Мусоровоз Middle truck TIGRES;1 840 ₽;Нет промо цены;https://www.detmir.ru/product/index/id/3610285/
3255456;Машина SIKU BMW i8 1458;609 ₽;Нет промо цены;https://www.detmir.ru/product/index/id/3255456/
3338116;Tрактор-погрузчик Wader 37763_PLS;2 007 ₽;1 806 ₽;https://www.detmir.ru/product/index/id/3338116/
3410591;Машинка Funky Toys Спецтехника Оранжевая FT61012;449 ₽;Нет промо цены;https://www.detmir.ru/product/index/id/3410591/
3410688;Грузовик Funky Toys 1:43 с дорожными знаками FT61086;899 ₽;Нет промо цены;https://www.detmir.ru/product/index/id/3410688/
3419043;Машинка AUTOGRAND LADA GRANTA CROSS оранжевая 1:60 72362;199 ₽;Нет промо цены;https://www.detmir.ru/product/index/id/3419043/
3419053;Машинка AUTOGRAND LADA PRIORA следственный комитет 1:60 72607;199 ₽;Нет промо цены;https://www.detmir.ru/product/index/id/3419053/
3446793;Машина CAT Самосвал Т19108;1 799 ₽;Нет промо цены;https://www.detmir.ru/product/index/id/3446793/
3615748;Самосвал Полесье Агат Полесье;359 ₽;Нет промо цены;https://www.detmir.ru/product/index/id/3615748/
3773293;Набор машинок VIKINGTOYS для малышей с функциональными деталями VIKINGTOYS;999 ₽;895 ₽;https://www.detmir.ru/product/index/id/3773293/
3829684;Машина KiddieDrive 1253539_3;359 ₽;Нет промо цены;https://www.detmir.ru/product/index/id/3829684/
4039690;Набор машинок S+S Полиция и скорая помощь инерционные свет и звук;787 ₽;590 ₽;https://www.detmir.ru/product/index/id/4039690/
2185681;Автомобиль-эвакуатор Полесье Максик  военный;159 ₽;Нет промо цены;https://www.detmir.ru/product/index/id/2185681/
4034047;Игровой набор S+S 4 машинки S+S;466 ₽;349 ₽;https://www.detmir.ru/product/index/id/4034047/
2185761;Автомобиль-фургон Полесье КонсТрак  военный;579 ₽;Нет промо цены;https://www.detmir.ru/product/index/id/2185761/
3533630;Грузовик BAUER машинка фура Медведь;1 999 ₽;1 739 ₽;https://www.detmir.ru/product/index/id/3533630/
3910209;Машинка инерционная Motorro пластиковая 1:32 со светом и звуком Motorro;579 ₽;434 ₽;https://www.detmir.ru/product/index/id/3910209/
3373305;Машинка AUTOGRAND TOYOTA CROWN 12см красный 78260;499 ₽;288 ₽;https://www.detmir.ru/product/index/id/3373305/
3948408;Автокран Полесье Престиж №2 70579;1 729 ₽;Нет промо цены;https://www.detmir.ru/product/index/id/3948408/
3339184;Самосвал Terides с блоками Т8-087;1 911 ₽;1 719 ₽;https://www.detmir.ru/product/index/id/3339184/
3373317;Машинка AUTOGRAND CARTOON FURY с турбокомпрессором 1 34 желтый 75054;479 ₽;338 ₽;https://www.detmir.ru/product/index/id/3373317/
3373340;Машинка AUTOGRAND JUMBO PICK-UP с дугами коричневая 78283;479 ₽;338 ₽;https://www.detmir.ru/product/index/id/3373340/
3533651;Машина HK Industries Уборочная мини для трюков 8825C;1 699 ₽;Нет промо цены;https://www.detmir.ru/product/index/id/3533651/
4041405;Машинка Motorro 1:34 металлическая свет и звук;565 ₽;423 ₽;https://www.detmir.ru/product/index/id/4041405/
4041417;Машинка Motorro 1:34 металлическая свет и звук;566 ₽;424 ₽;https://www.detmir.ru/product/index/id/4041417/
3338132;Эвакуатор Wader Мой первый грузовик 40138_PLS;937 ₽;843 ₽;https://www.detmir.ru/product/index/id/3338132/
3373300;Машинка AUTOGRAND TOYOTA ALPHARD 12см белый 78255;499 ₽;337 ₽;https://www.detmir.ru/product/index/id/3373300/
3512737;Машинка KNOPA пожарная Крепыш 33 см KNOPA;929 ₽;418 ₽;https://www.detmir.ru/product/index/id/3512737/
3601976;Машинка инерционная ABtoys Пожарная машина со звуковыми и световыми эффектами Abtoys;559 ₽;334 ₽;https://www.detmir.ru/product/index/id/3601976/
3689734;Машинка VIKINGTOYS Самосвал Jumbo VIKINGTOYS;1 149 ₽;837 ₽;https://www.detmir.ru/product/index/id/3689734/
3892291;Машинка KODZOKI Бигфут Динозавр pull-back красный KODZOKI;839 ₽;Нет промо цены;https://www.detmir.ru/product/index/id/3892291/
3892292;Машинка KODZOKI Бигфут Динозавр pull-back синий KODZOKI;839 ₽;Нет промо цены;https://www.detmir.ru/product/index/id/3892292/
3892293;Машинка KODZOKI Бигфут Динозавр pull-back зеленый KODZOKI;839 ₽;Нет промо цены;https://www.detmir.ru/product/index/id/3892293/
3088546;Aвтомобиль Zebratoys Super Active 15-5613;1 659 ₽;Нет промо цены;https://www.detmir.ru/product/index/id/3088546/
3538629;Спецтехника Технок Трактор с прицепом Технок;828 ₽;Нет промо цены;https://www.detmir.ru/product/index/id/3538629/
3594793;Спецтехника Технок Трактор с прицепом Технок;828 ₽;Нет промо цены;https://www.detmir.ru/product/index/id/3594793/
3769793;Машинка металлическая Motorro 1:34 City Полиция Motorro;736 ₽;552 ₽;https://www.detmir.ru/product/index/id/3769793/
3312111;Машина EFKO Грузовик-цистерна 27085EF-CH;1 833 ₽;1 649 ₽;https://www.detmir.ru/product/index/id/3312111/
3740203;Машина металлическая Пламенный мотор Эвакуатор ДПС. Инерционная Пламенный мотор;499 ₽;328 ₽;https://www.detmir.ru/product/index/id/3740203/
3946617;Троллейбус AUTOGRAND инерционный механизм 16.5 см синий AUTOGRAND;599 ₽;549 ₽;https://www.detmir.ru/product/index/id/3946617/
3337955;Контейнеровоз Wader 37435_PLS;1 816 ₽;1 634 ₽;https://www.detmir.ru/product/index/id/3337955/
3373345;Машинка AUTOGRAND PREMIUM GRAND красный 78287;479 ₽;407 ₽;https://www.detmir.ru/product/index/id/3373345/
3889736;Трактор Полесье Фермер-техник погрузчик Полесье;689 ₽;540 ₽;https://www.detmir.ru/product/index/id/3889736/
3373258;Машинка AUTOGRAND LADA 110 спорт 1 36 7868;539 ₽;Нет промо цены;https://www.detmir.ru/product/index/id/3373258/
3373260;Машинка AUTOGRAND LADA 111 полиция 1 36 2641;539 ₽;Нет промо цены;https://www.detmir.ru/product/index/id/3373260/
3373265;Машинка AUTOGRAND LADA 111 спорт 1 36 2737;539 ₽;Нет промо цены;https://www.detmir.ru/product/index/id/3373265/
3903744;Машина Лена Самосвал для мусора 40 см Лена;849 ₽;806 ₽;https://www.detmir.ru/product/index/id/3903744/
3543832;Автомобиль ORION TOYS МП авто м4 бетономешалка ORION TOYS;587 ₽;321 ₽;https://www.detmir.ru/product/index/id/3543832/
1912271;Спецтехника HK Industries инерционная  Мусоровоз;399 ₽;Нет промо цены;https://www.detmir.ru/product/index/id/1912271/
1912301;Спецтехника HK Industries инерционная  Бетономешалка;399 ₽;Нет промо цены;https://www.detmir.ru/product/index/id/1912301/
2403661;Спецтехника HK Industries Скорая помощь инерционная;399 ₽;Нет промо цены;https://www.detmir.ru/product/index/id/2403661/
3419028;Машинка AUTOGRAND LADA LARGUS МЧС 72617;199 ₽;Нет промо цены;https://www.detmir.ru/product/index/id/3419028/
3419055;Машинка AUTOGRAND LADA PRIORA спорт 1:60 72606;199 ₽;Нет промо цены;https://www.detmir.ru/product/index/id/3419055/
3778027;Машина Пламенный мотор Внедорожник Монстр трак Белый 870517;609 ₽;399 ₽;https://www.detmir.ru/product/index/id/3778027/
3822756;Машинка Karolina toys Профи самосвал средний Karolina toys;799 ₽;531 ₽;https://www.detmir.ru/product/index/id/3822756/
3910212;Машина-конструктор Motorro пластиковая инерционная краш Motorro;426 ₽;319 ₽;https://www.detmir.ru/product/index/id/3910212/
3255452;Машина SIKU Грузовик с цистерной 1387;529 ₽;Нет промо цены;https://www.detmir.ru/product/index/id/3255452/
3910211;Машина-конструктор Motorro пластиковая инерционная краш Motorro;426 ₽;317 ₽;https://www.detmir.ru/product/index/id/3910211/
3910215;Машина-конструктор Motorro пластиковая инерционная краш Motorro;427 ₽;317 ₽;https://www.detmir.ru/product/index/id/3910215/
3971814;Автомобиль Полесье Сталкер бортовой тентовый с прицепом Полесье;1 585 ₽;Нет промо цены;https://www.detmir.ru/product/index/id/3971814/
3668821;Игровой набор Автоград Гоночная Автоград;1 290 ₽;524 ₽;https://www.detmir.ru/product/index/id/3668821/
3543828;Автомобиль ORION TOYS МП авто м4 мусоровоз ORION TOYS;682 ₽;392 ₽;https://www.detmir.ru/product/index/id/3543828/
3910198;Машинка инерционная Motorro пластиковая 1:32 со светом и звуком Motorro;586 ₽;390 ₽;https://www.detmir.ru/product/index/id/3910198/
3413444;Набор Boom City Racers в непрозрачной упаковке (Сюрприз) 40056;1 559 ₽;Нет промо цены;https://www.detmir.ru/product/index/id/3413444/
4033867;Автобус S+S металлический инерционный 1:32 со светом и звуком S+S;692 ₽;519 ₽;https://www.detmir.ru/product/index/id/4033867/
3342973;Кран Wader 56535_PLS;1 706 ₽;1 535 ₽;https://www.detmir.ru/product/index/id/3342973/
3538715;Танк Форма Патриот Форма;219 ₽;Нет промо цены;https://www.detmir.ru/product/index/id/3538715/
3910204;Машинка инерционная Motorro пластиковая 1:32 со светом и звуком Motorro;543 ₽;382 ₽;https://www.detmir.ru/product/index/id/3910204/
3338241;Корабль Cavallino Трансатлантик 56382_PLS;561 ₽;499 ₽;https://www.detmir.ru/product/index/id/3338241/
3342941;Эвакуатор Полесье Салют 8960_PLS;561 ₽;499 ₽;https://www.detmir.ru/product/index/id/3342941/
3342968;Трактор-погрузчик Wader КонсТрак с ковшом 37749_PLS;1 657 ₽;1 491 ₽;https://www.detmir.ru/product/index/id/3342968/
3373266;Машинка AUTOGRAND LADA KALINA полиция 1 34 11496;499 ₽;Нет промо цены;https://www.detmir.ru/product/index/id/3373266/
3604369;Машинка Hot Wheels Monster Tracks большой Костолом Такси GTJ45;2 299 ₽;1 499 ₽;https://www.detmir.ru/product/index/id/3604369/
3604370;Машинка Hot Wheels Monster Tracks большой Твин Милл GWK98;2 299 ₽;1 499 ₽;https://www.detmir.ru/product/index/id/3604370/
3777999;Машина Пламенный мотор ЗвероТрак Лев 870395;499 ₽;Нет промо цены;https://www.detmir.ru/product/index/id/3777999/
3960260;Машина Dickie VW Tiguan Полиция 3714013;1 490 ₽;Нет промо цены;https://www.detmir.ru/product/index/id/3960260/
4041407;Машинка Motorro 1:34 металлическая свет и звук;566 ₽;374 ₽;https://www.detmir.ru/product/index/id/4041407/
3507394;Машинка Hot Wheels Герои компьютерных игр Super Mario Тоад GPC12;859 ₽;494,01 ₽;https://www.detmir.ru/product/index/id/3507394/
3946459;Внедорожник AUTOGRAND свет/звук инерция 1:36 бирюзовый AUTOGRAND;829 ₽;744 ₽;https://www.detmir.ru/product/index/id/3946459/
3946615;Трамвай AUTOGRAND инерционный механизм 19 см желтый AUTOGRAND;599 ₽;491 ₽;https://www.detmir.ru/product/index/id/3946615/
3629584;Машинка Fancy Грузовичок Fancy;659 ₽;489 ₽;https://www.detmir.ru/product/index/id/3629584/
3778008;Набор игровой Пламенный мотор Полиция автовоз +2машины 870455;489 ₽;Нет промо цены;https://www.detmir.ru/product/index/id/3778008/
3848832;Машинка Karolina toys Кабриолет пластмассовая синяя Karolina toys;499 ₽;293 ₽;https://www.detmir.ru/product/index/id/3848832/
3610266;Машина TIGRES Пожарная City Truck с лестницей TIGRES;1 808 ₽;1 432 ₽;https://www.detmir.ru/product/index/id/3610266/
3944168;Автомобиль Полесье Гоша пожарная спецмашина Полесье;479 ₽;Нет промо цены;https://www.detmir.ru/product/index/id/3944168/
4034048;Набор машинок S+S Служба спасения инерционные свет и звук S+S;801 ₽;359 ₽;https://www.detmir.ru/product/index/id/4034048/
3592401;Машинка инерционная ABtoys Самосвал со звуковыми и световыми эффектами Abtoys;1 199 ₽;713 ₽;https://www.detmir.ru/product/index/id/3592401/
3782749;Грузовик инерционный Автоград Фургон с мороженым Автоград;279 ₽;237 ₽;https://www.detmir.ru/product/index/id/3782749/
2185771;Автомобиль Полесье Престиж  военный с полуприцепом;709 ₽;Нет промо цены;https://www.detmir.ru/product/index/id/2185771/
3608592;Машинка металлическая Motorro 1:55 Спецтехника Motorro;665 ₽;473 ₽;https://www.detmir.ru/product/index/id/3608592/
3944170;Автомобиль Полесье Гоша коммунальная спецмашина Полесье;479 ₽;353 ₽;https://www.detmir.ru/product/index/id/3944170/
3608595;Машинка металлическая Motorro 1:55 Полиция Motorro;399 ₽;281 ₽;https://www.detmir.ru/product/index/id/3608595/
3788943;Машинка ORION TOYS FS1 Автокран ORION TOYS;1 753 ₽;1 402 ₽;https://www.detmir.ru/product/index/id/3788943/
3788945;Машинка ORION TOYS FS1 Автокран ORION TOYS;1 753 ₽;1 402 ₽;https://www.detmir.ru/product/index/id/3788945/
3788948;Машинка ORION TOYS FS2 Автокран ORION TOYS;1 753 ₽;1 402 ₽;https://www.detmir.ru/product/index/id/3788948/
3788958;Машинка ORION TOYS FS1 Автокран ORION TOYS;1 753 ₽;1 402 ₽;https://www.detmir.ru/product/index/id/3788958/
4034004;Игровой набор Motorro 1:55 металлический Трейлер с 2 машинками военной техники Motorro;694 ₽;467 ₽;https://www.detmir.ru/product/index/id/4034004/
4034007;Игровой набор Motorro 1:55 металлический Трейлер с 2 машинками спецтехники Motorro;694 ₽;467 ₽;https://www.detmir.ru/product/index/id/4034007/
3407037;Машинка AUTOGRAND FORMULA GRAFFITI аквапринт в ассортименте 71375;199 ₽;Нет промо цены;https://www.detmir.ru/product/index/id/3407037/
3419036;Машинка AUTOGRAND LADA XRAY коричневая 72462;199 ₽;Нет промо цены;https://www.detmir.ru/product/index/id/3419036/
3419039;Машинка AUTOGRAND LADA XRAY ДПС 72463;199 ₽;Нет промо цены;https://www.detmir.ru/product/index/id/3419039/
3629299;Трактор Полесье Силач-погрузчик Полесье;429 ₽;348 ₽;https://www.detmir.ru/product/index/id/3629299/
3731769;Машинка металлическая Motorro 1:55 Спецтехника Motorro;499 ₽;348 ₽;https://www.detmir.ru/product/index/id/3731769/
3731781;Машинка металлическая Motorro 1:55 Спецтехника Motorro;499 ₽;348 ₽;https://www.detmir.ru/product/index/id/3731781/
3733406;Машинка Горстрой фронтальный погрузчик с двигателем Горстрой;1 532 ₽;1 395 ₽;https://www.detmir.ru/product/index/id/3733406/
4034009;Игровой набор Motorro 1:55 металлический Трейлер с 2 машинками спецтехники Motorro;632 ₽;464 ₽;https://www.detmir.ru/product/index/id/4034009/
3506273;Машинки Юг-Пласт Автовоз пластик Юг-Пласт;1 509 ₽;1 389 ₽;https://www.detmir.ru/product/index/id/3506273/
3842104;Машина Drift 1:36 пожарная машина Drift;725 ₽;459 ₽;https://www.detmir.ru/product/index/id/3842104/
3085791;Мини машина HTI (Roadsterz) пожарная 1416565;799 ₽;682,11 ₽;https://www.detmir.ru/product/index/id/3085791/
3910208;Машинка инерционная Motorro пластиковая 1:32 со светом и звуком Motorro;608 ₽;456 ₽;https://www.detmir.ru/product/index/id/3910208/
3342969;Экскаватор Wader КонсТрак 37701_PLS;1 511 ₽;1 359 ₽;https://www.detmir.ru/product/index/id/3342969/
3373323;Машинка AUTOGRAND MAD POWER CAR хот-род оранжевая 78267;479 ₽;338 ₽;https://www.detmir.ru/product/index/id/3373323/
3373341;Машинка AUTOGRAND JUMBO PICK-UP с дугами красная 78284;479 ₽;338 ₽;https://www.detmir.ru/product/index/id/3373341/
3863966;Машина Технопарк Пожарная с поднимающейся лестницей 313253;1 359 ₽;Нет промо цены;https://www.detmir.ru/product/index/id/3863966/
3410594;Машинка Funky Toys Спецтехника Синяя FT61014;449 ₽;Нет промо цены;https://www.detmir.ru/product/index/id/3410594/
3948409;Автоэкскаватор Полесье Престиж 71187;1 349 ₽;Нет промо цены;https://www.detmir.ru/product/index/id/3948409/
3338971;Автомобиль Полесье Пожарный 67876_PLS;744 ₽;669 ₽;https://www.detmir.ru/product/index/id/3338971/
4010887;Погрузчик Drift 1:16 вилочный с прицепом и бочками Drift;2 290 ₽;1 328 ₽;https://www.detmir.ru/product/index/id/4010887/
3339087;Пикап военный Полесье Защитник с 2-мя пулемётами 69559_PLS;733 ₽;659 ₽;https://www.detmir.ru/product/index/id/3339087/
3342970;Самосвал Wader Гранит 38098_PLS;1 447 ₽;1 302 ₽;https://www.detmir.ru/product/index/id/3342970/
3373420;Машинка AUTOGRAND MCLAREN 650S Imperial Black Edition 5 49929;689 ₽;646 ₽;https://www.detmir.ru/product/index/id/3373420/
3339005;Автомобиль Полесье Marvel Мстители Человек-паук 71224_PLS;1 430 ₽;1 287 ₽;https://www.detmir.ru/product/index/id/3339005/
3373398;Машинка AUTOGRAND BATTLE ARSENAL CAR военный со светом и звуком 1 34 белый 78332;539 ₽;427 ₽;https://www.detmir.ru/product/index/id/3373398/
3769365;Машинка металлическая Motorro 1:34 City Полиция Motorro;615 ₽;426 ₽;https://www.detmir.ru/product/index/id/3769365/
3948407;Бетоновоз Полесье Престиж 73020;1 279 ₽;Нет промо цены;https://www.detmir.ru/product/index/id/3948407/
3373328;Машинка AUTOGRAND FAST NEON матовый 1 34 черный 78273;499 ₽;423 ₽;https://www.detmir.ru/product/index/id/3373328/
3597009;Машинка Abtoys Автокран инерционный со звуковыми и световыми эффектами;829 ₽;634 ₽;https://www.detmir.ru/product/index/id/3597009/
3610275;Набор машинок TIGRES полиция Kid Cars TIGRES;632 ₽;Нет промо цены;https://www.detmir.ru/product/index/id/3610275/
3910217;Машина-конструктор Motorro пластиковая инерционная краш Motorro;427 ₽;317 ₽;https://www.detmir.ru/product/index/id/3910217/
3538602;Спецтехника СТРОМ Пожарная машина;889 ₽;622 ₽;https://www.detmir.ru/product/index/id/3538602/
3610283;Машина TIGRES Мусоровоз Mini truck TIGRES;620 ₽;Нет промо цены;https://www.detmir.ru/product/index/id/3610283/
3638365;Машинка TIGRES Mercedes Sprinter эвакуатор желтый на планшетке 39711 TIGRES;1 244 ₽;Нет промо цены;https://www.detmir.ru/product/index/id/3638365/
3373499;Машина Terides Пожарная Terides Т8-061;686 ₽;617 ₽;https://www.detmir.ru/product/index/id/3373499/
3506281;Машинка Юг-Пласт Джип Хома 25 пластик;309 ₽;Нет промо цены;https://www.detmir.ru/product/index/id/3506281/
3731764;Машинка металлическая Motorro 1:55 Спецтехника Motorro;499 ₽;409 ₽;https://www.detmir.ru/product/index/id/3731764/
